Review_ID,Review_Score,Review_Comment_Message,Review_Creation_Date,Review_Answer_Timestamp
11912,5,Defects in fabrics,8/5/2018 0:00,8/6/2018 21:44
11913,4,recommend,7/29/2017 0:00,7/30/2017 3:02
11914,4,Excellent service; great selection,10/24/2017 0:00,10/25/2017 9:26
11915,5,recommend,10/12/2017 0:00,10/13/2017 17:14
11916,5,Good,8/25/2018 0:00,8/25/2018 16:24
11917,2,Kenny is excellent,2/7/2018 0:00,2/8/2018 20:45
11918,5,Great Couch & Great Service,1/19/2018 0:00,1/19/2018 23:51
11919,4,Super recommend,7/7/2017 0:00,7/8/2017 3:03
11920,5,recommend,6/1/2018 0:00,6/27/2018 15:33
11921,5,Good,3/2/2017 0:00,3/5/2017 19:23
11922,5,Best place for furniture with amazingly low price,11/1/2017 0:00,11/1/2017 20:57
11923,5,Don't recommend,9/27/2017 0:00,9/29/2017 22:31
11924,3,Overall great experience except for prices/selection,1/27/2018 0:00,1/29/2018 19:48
11925,5,recommend,8/30/2018 0:00,8/31/2018 1:55
11926,5,Recommend,5/15/2018 0:00,5/15/2018 18:14
11927,5,Great service,7/30/2017 0:00,7/31/2017 1:24
11928,2,Overall great experience except for prices/selection,2/6/2018 0:00,2/7/2018 11:37
11929,5,Great service,5/30/2017 0:00,5/30/2017 23:05
11930,5,Good,4/24/2018 0:00,4/25/2018 11:21
11931,5,Great service,1/26/2018 0:00,1/26/2018 21:32
11932,4,Excellent service; great selection,4/8/2018 0:00,4/9/2018 11:34
11933,5,Kenny is excellent,8/24/2017 0:00,8/25/2017 0:53
11934,1,I received poor quality furniture,5/6/2018 0:00,5/7/2018 18:11
11935,4,Great service,8/8/2018 0:00,8/9/2018 1:17
11936,4,I received poor quality furniture,4/11/2017 0:00,4/12/2017 2:22
11937,3,Well,9/21/2017 0:00,9/27/2017 4:43
11938,4,Good,3/7/2017 0:00,3/9/2017 14:24
11939,5,Overall great experience except for prices/selection,3/22/2018 0:00,3/24/2018 21:59
11940,5,Well,10/12/2017 0:00,10/14/2017 23:04
11941,5,Poor Quality,8/23/2018 0:00,8/24/2018 14:48
11942,1,Marvellous,5/9/2018 0:00,5/10/2018 9:09
11943,5,Kenny is excellent,7/28/2017 0:00,7/28/2017 23:51
11944,5,Great service,3/18/2017 0:00,3/18/2017 19:33
11945,5,Great Couch & Great Service,8/16/2018 0:00,8/18/2018 6:19
11946,5,Great service,3/15/2017 0:00,3/17/2017 23:35
11947,4,Defects in fabrics,5/17/2018 0:00,5/20/2018 13:30
11948,5,Excellent service; great selection,12/19/2017 0:00,12/19/2017 23:05
11949,4,Great Couch & Great Service,4/11/2018 0:00,4/12/2018 1:05
11950,4,Excellent service; great selection,2/10/2018 0:00,2/11/2018 1:02
11951,1,Excellent service; great selection,6/15/2018 0:00,6/15/2018 19:26
11952,5,Good,5/12/2018 0:00,5/13/2018 20:45
11953,1,Marvellous,1/4/2018 0:00,1/4/2018 12:12
11954,1,Kenny is excellent,10/10/2017 0:00,10/11/2017 20:29
11955,4,Defects in fabrics,5/22/2018 0:00,5/22/2018 23:49
11956,5,Wow!,3/7/2018 0:00,3/12/2018 13:16
11957,3,Good,2/20/2017 0:00,2/20/2017 10:48
11958,3,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",2/22/2018 0:00,2/23/2018 0:39
11959,5,Great service !,12/12/2017 0:00,12/13/2017 10:22
11960,5,recommend,6/1/2017 0:00,6/1/2017 23:24
11961,4,I received poor quality furniture,10/6/2017 0:00,10/6/2017 23:33
11962,3,Excellent service; great selection,8/19/2018 0:00,8/19/2018 22:30
11963,5,recommend,8/29/2017 0:00,8/30/2017 8:28
11964,3,Defects in fabrics,1/5/2018 0:00,1/10/2018 20:14
11965,3,recommend,6/20/2017 0:00,6/21/2017 10:53
11966,5,Excellent service; great selection,8/16/2017 0:00,8/19/2017 11:00
11967,5,recommend,5/9/2018 0:00,5/10/2018 0:01
11968,4,Good,4/26/2018 0:00,4/27/2018 10:46
11969,3,Kenny is excellent,8/18/2018 0:00,9/15/2018 0:53
11970,5,Great Couch & Great Service,1/12/2018 0:00,1/12/2018 23:22
11971,5,Super recommend,5/12/2018 0:00,5/14/2018 14:59
11972,5,recommend,6/6/2017 0:00,6/9/2017 3:10
11973,4,Good,1/23/2018 0:00,1/27/2018 11:26
11974,5,Best place for furniture with amazingly low price,8/9/2018 0:00,8/13/2018 11:34
11975,3,Don't recommend,1/13/2018 0:00,1/16/2018 9:22
11976,5,Overall great experience except for prices/selection,5/18/2018 0:00,5/21/2018 0:17
11977,5,recommend,2/24/2018 0:00,2/25/2018 12:16
11978,1,Recommend,3/20/2018 0:00,3/22/2018 16:57
11979,1,Great service,4/11/2017 0:00,4/14/2017 11:02
11980,5,Overall great experience except for prices/selection,12/29/2017 0:00,12/29/2017 23:04
11981,5,Great service,6/5/2018 0:00,6/5/2018 21:54
11982,5,Good,8/10/2018 0:00,8/10/2018 19:27
11983,5,Great service,6/26/2018 0:00,6/29/2018 0:29
11984,1,Excellent service; great selection,4/4/2018 0:00,4/9/2018 12:23
11985,5,Kenny is excellent,8/31/2018 0:00,8/31/2018 20:13
11986,5,I received poor quality furniture,5/23/2018 0:00,5/25/2018 22:55
11987,5,Great service,11/22/2017 0:00,11/24/2017 14:42
11988,5,I received poor quality furniture,1/6/2018 0:00,1/7/2018 3:26
11989,5,Well,6/19/2018 0:00,6/20/2018 17:41
11990,5,Good,5/12/2017 0:00,5/15/2017 17:21
11991,1,Overall great experience except for prices/selection,8/16/2018 0:00,8/16/2018 17:20
11992,5,Well,4/13/2018 0:00,4/14/2018 14:31
11993,4,Excellent service; great selection,3/2/2018 0:00,3/21/2018 17:25
11994,3,Marvellous,12/15/2017 0:00,12/18/2017 10:24
11995,5,Kenny is excellent,7/10/2018 0:00,7/11/2018 2:23
11996,5,Great service,7/14/2018 0:00,7/16/2018 23:25
11997,4,Great Couch & Great Service,2/17/2018 0:00,2/20/2018 23:23
11998,5,Great service,10/15/2017 1:00,10/17/2017 11:26
11999,5,Defects in fabrics,9/22/2017 0:00,9/23/2017 11:17
12000,4,Excellent service; great selection,6/27/2017 0:00,6/28/2017 0:06
12001,5,Great Couch & Great Service,6/13/2017 0:00,6/16/2017 3:29
12002,5,Excellent service; great selection,7/4/2017 0:00,7/6/2017 0:17
12003,1,Excellent service; great selection,5/20/2017 0:00,5/22/2017 12:05
12004,4,I received poor quality furniture,10/20/2017 0:00,10/21/2017 0:33
12005,5,Marvellous,9/30/2017 0:00,10/1/2017 2:51
12006,5,Kenny is excellent,4/7/2018 0:00,4/13/2018 18:16
12007,4,Defects in fabrics,3/17/2018 0:00,3/21/2018 5:27
12008,5,Wow!,8/25/2017 0:00,8/28/2017 13:49
12009,5,Good,7/11/2017 0:00,7/14/2017 11:34
12010,5,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",6/7/2017 0:00,6/8/2017 17:14
12011,5,Great service !,8/7/2018 0:00,8/10/2018 11:37
12012,4,recommend,7/5/2017 0:00,7/7/2017 0:43
12013,3,I received poor quality furniture,6/21/2017 0:00,6/27/2017 23:20
12014,5,Excellent service; great selection,3/17/2018 0:00,3/17/2018 20:46
12015,5,recommend,5/17/2018 0:00,5/17/2018 11:14
12016,5,Defects in fabrics,4/27/2018 0:00,4/27/2018 16:15
12017,2,recommend,7/29/2017 0:00,7/29/2017 11:51
12018,4,Excellent service; great selection,6/27/2017 0:00,6/28/2017 13:40
12019,5,recommend,6/4/2018 0:00,6/5/2018 0:51
12020,4,Good,8/16/2017 0:00,8/20/2017 11:51
12021,3,Kenny is excellent,9/1/2017 0:00,9/4/2017 17:42
12022,5,Great Couch & Great Service,4/4/2018 0:00,4/7/2018 13:51
12023,1,Super recommend,6/16/2018 0:00,6/17/2018 12:27
12024,5,recommend,6/16/2018 0:00,6/18/2018 20:32
12025,5,Good,5/24/2017 0:00,5/25/2017 6:31
12026,5,Best place for furniture with amazingly low price,5/8/2018 0:00,5/10/2018 12:59
12027,5,Don't recommend,3/22/2018 0:00,3/22/2018 23:51
12028,4,Overall great experience except for prices/selection,7/25/2018 0:00,7/27/2018 20:32
12029,5,recommend,8/31/2018 0:00,9/1/2018 14:36
12030,5,Recommend,7/6/2018 0:00,7/9/2018 13:20
12031,4,Great service,5/12/2018 0:00,5/13/2018 15:24
12032,5,Overall great experience except for prices/selection,7/14/2018 0:00,7/15/2018 1:27
12033,5,Great service,5/4/2018 0:00,5/5/2018 0:06
12034,5,Good,2/23/2018 0:00,3/1/2018 19:13
12035,5,Great service,8/5/2018 0:00,8/6/2018 17:34
12036,5,Excellent service; great selection,3/16/2017 0:00,3/16/2017 23:29
12037,1,Kenny is excellent,4/5/2018 0:00,4/6/2018 17:42
12038,5,I received poor quality furniture,7/28/2017 0:00,8/2/2017 12:05
12039,5,Great service,11/28/2017 0:00,11/28/2017 23:48
12040,4,I received poor quality furniture,2/7/2018 0:00,2/7/2018 23:11
12041,3,Well,7/12/2018 0:00,7/12/2018 21:58
12042,5,Good,8/16/2018 0:00,8/17/2018 11:21
12043,3,Overall great experience except for prices/selection,3/24/2018 0:00,3/27/2018 16:30
12044,5,Well,2/15/2018 0:00,2/15/2018 18:54
12045,5,Poor Quality,7/1/2018 0:00,7/1/2018 14:26
12046,5,Marvellous,9/26/2017 0:00,9/27/2017 13:40
12047,4,Kenny is excellent,7/13/2018 0:00,7/16/2018 17:15
12048,4,Great service,12/10/2017 0:00,12/11/2017 11:35
12049,5,Great Couch & Great Service,8/21/2018 0:00,8/27/2018 17:14
12050,1,Great service,12/15/2017 0:00,12/18/2017 12:17
12051,4,Defects in fabrics,9/15/2017 0:00,9/16/2017 16:03
12052,4,Excellent service; great selection,2/15/2018 0:00,2/19/2018 12:42
12053,5,Great Couch & Great Service,3/24/2017 0:00,3/25/2017 2:12
12054,4,Excellent service; great selection,8/14/2018 0:00,8/15/2018 19:43
12055,5,Excellent service; great selection,8/16/2018 0:00,8/20/2018 11:25
12056,5,Good,5/12/2018 0:00,5/12/2018 12:09
12057,5,Marvellous,7/28/2018 0:00,7/30/2018 11:45
12058,5,Kenny is excellent,2/23/2017 0:00,2/24/2017 0:22
12059,2,Defects in fabrics,9/23/2017 0:00,9/26/2017 10:00
12060,4,Wow!,4/19/2018 0:00,4/23/2018 11:48
12061,5,Good,12/7/2017 0:00,12/7/2017 23:33
12062,5,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",11/11/2017 0:00,11/13/2017 10:22
12063,3,Great service !,1/24/2018 0:00,1/24/2018 20:05
12064,5,recommend,5/3/2018 0:00,5/4/2018 4:34
12065,3,I received poor quality furniture,8/19/2018 0:00,8/20/2018 16:47
12066,5,Excellent service; great selection,5/1/2018 0:00,5/1/2018 22:14
12067,3,recommend,4/18/2018 0:00,4/19/2018 2:35
12068,5,Defects in fabrics,8/22/2018 0:00,8/23/2018 14:45
12069,4,recommend,7/8/2017 0:00,7/8/2017 19:22
12070,5,Excellent service; great selection,1/14/2018 0:00,1/16/2018 15:32
12071,5,recommend,12/14/2017 0:00,12/18/2017 15:08
12072,5,Good,12/13/2017 0:00,12/14/2017 11:10
12073,4,Kenny is excellent,1/11/2018 0:00,1/12/2018 10:44
12074,5,Great Couch & Great Service,8/14/2018 0:00,8/15/2018 0:07
12075,5,Super recommend,3/16/2017 0:00,3/17/2017 11:31
12076,5,recommend,7/20/2017 0:00,7/21/2017 14:00
12077,3,Good,7/18/2017 0:00,7/20/2017 1:46
12078,5,Best place for furniture with amazingly low price,8/7/2018 0:00,8/10/2018 21:21
12079,4,Don't recommend,6/1/2017 0:00,6/2/2017 1:24
12080,4,Overall great experience except for prices/selection,8/28/2018 0:00,8/31/2018 9:30
12081,1,recommend,9/10/2017 0:00,9/10/2017 22:27
12082,1,Recommend,8/23/2017 0:00,8/23/2017 23:36
12083,5,Great service,5/25/2018 0:00,5/25/2018 16:12
12084,5,Overall great experience except for prices/selection,2/18/2018 0:00,2/19/2018 1:03
12085,4,Great service,6/9/2018 0:00,6/10/2018 11:39
12086,4,Good,5/11/2018 0:00,5/14/2018 10:56
12087,5,Great service,2/28/2018 0:00,3/1/2018 12:44
12088,5,Excellent service; great selection,6/13/2017 0:00,6/14/2017 2:58
12089,5,Kenny is excellent,7/21/2018 0:00,7/24/2018 9:06
12090,5,I received poor quality furniture,7/10/2018 0:00,7/10/2018 22:28
12091,1,Great service,7/6/2017 0:00,7/7/2017 15:47
12092,4,I received poor quality furniture,5/22/2018 0:00,5/22/2018 20:49
12093,4,Well,1/4/2018 0:00,1/6/2018 17:51
12094,5,Good,1/27/2018 0:00,1/28/2018 19:57
12095,3,Overall great experience except for prices/selection,4/13/2018 0:00,4/16/2018 9:04
12096,4,Well,4/21/2018 0:00,4/22/2018 22:51
12097,5,Excellent service; great selection,2/8/2017 0:00,2/10/2017 6:18
12098,5,Marvellous,8/30/2018 0:00,9/1/2018 22:10
12099,4,Kenny is excellent,12/20/2017 0:00,12/21/2017 10:34
12100,5,Great service,6/6/2017 0:00,6/7/2017 4:13
12101,5,Great Couch & Great Service,7/12/2018 0:00,7/13/2018 10:49
12102,4,Great service,12/14/2017 0:00,12/14/2017 21:53
12103,3,Defects in fabrics,5/15/2018 0:00,5/20/2018 13:19
12104,4,Excellent service; great selection,4/13/2018 0:00,4/17/2018 13:12
12105,4,Great Couch & Great Service,4/19/2017 0:00,4/20/2017 13:42
12106,5,Excellent service; great selection,8/29/2017 0:00,8/30/2017 0:58
12107,4,Excellent service; great selection,4/21/2017 0:00,4/22/2017 1:07
12108,4,I received poor quality furniture,4/13/2018 0:00,4/15/2018 23:28
12109,5,Marvellous,8/10/2018 0:00,8/17/2018 11:26
12110,5,Kenny is excellent,3/1/2018 0:00,3/4/2018 2:02
12111,5,Defects in fabrics,4/11/2018 0:00,4/12/2018 13:16
12112,5,Wow!,8/4/2018 0:00,8/4/2018 12:36
12113,1,Good,3/16/2017 0:00,3/17/2017 10:43
12114,1,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",3/16/2018 0:00,3/19/2018 2:03
12115,5,Great service !,7/12/2018 0:00,7/13/2018 23:21
12116,5,recommend,6/27/2018 0:00,6/28/2018 9:50
12117,5,I received poor quality furniture,6/26/2018 0:00,6/26/2018 22:01
12118,3,Excellent service; great selection,2/15/2018 0:00,2/17/2018 19:20
12119,5,recommend,5/27/2018 0:00,5/27/2018 21:18
12120,5,Defects in fabrics,5/22/2018 0:00,5/24/2018 23:20
12121,5,recommend,7/5/2018 0:00,7/7/2018 23:01
12122,2,Excellent service; great selection,12/23/2017 0:00,12/23/2017 23:05
12123,1,recommend,1/5/2018 0:00,1/9/2018 13:32
12124,5,Good,1/30/2018 0:00,2/1/2018 0:54
12125,5,Kenny is excellent,5/19/2017 0:00,5/22/2017 9:27
12126,5,Great Couch & Great Service,10/5/2017 0:00,10/5/2017 12:55
12127,5,Super recommend,2/4/2018 0:00,2/5/2018 22:01
12128,4,recommend,6/24/2018 0:00,6/24/2018 21:56
12129,5,Good,3/2/2018 0:00,3/2/2018 15:39
12130,5,Best place for furniture with amazingly low price,12/28/2017 0:00,12/30/2017 8:26
12131,5,Don't recommend,8/15/2017 0:00,8/16/2017 7:26
12132,5,Overall great experience except for prices/selection,7/26/2017 0:00,7/27/2017 0:16
12133,5,recommend,7/25/2017 0:00,7/27/2017 0:43
12134,5,Recommend,7/11/2017 0:00,7/12/2017 1:33
12135,5,Great service,5/28/2017 0:00,5/29/2017 9:34
12136,3,Overall great experience except for prices/selection,10/19/2017 0:00,10/20/2017 1:38
12137,5,Great service,2/6/2018 0:00,2/6/2018 23:32
12138,5,Good,2/8/2018 0:00,2/9/2018 14:05
12139,5,Great service,1/4/2018 0:00,1/4/2018 22:54
12140,5,Excellent service; great selection,4/28/2018 0:00,4/30/2018 15:12
12141,4,Kenny is excellent,6/6/2018 0:00,6/7/2018 1:44
12142,5,I received poor quality furniture,5/18/2017 0:00,5/24/2017 23:49
12143,4,Great service,8/28/2018 0:00,8/29/2018 0:51
12144,5,I received poor quality furniture,9/7/2017 0:00,9/8/2017 15:07
12145,5,Well,4/23/2017 0:00,4/24/2017 14:36
12146,5,Good,1/31/2018 0:00,2/1/2018 23:42
12147,5,Overall great experience except for prices/selection,7/31/2018 0:00,8/2/2018 23:05
12148,3,Well,3/3/2018 0:00,3/4/2018 2:40
12149,5,Poor Quality,4/12/2018 0:00,4/27/2018 13:26
12150,4,Marvellous,8/2/2018 0:00,8/3/2018 12:44
12151,5,Kenny is excellent,8/23/2018 0:00,8/25/2018 19:13
12152,5,Great service,2/20/2018 0:00,2/21/2018 1:18
12153,5,Great Couch & Great Service,5/26/2018 0:00,5/26/2018 23:47
12154,4,Great service,7/14/2018 0:00,7/14/2018 22:04
12155,5,Defects in fabrics,4/4/2018 0:00,4/5/2018 12:51
12156,4,Excellent service; great selection,3/3/2018 0:00,3/4/2018 2:20
12157,3,Great Couch & Great Service,1/25/2018 0:00,1/29/2018 12:02
12158,4,Excellent service; great selection,11/14/2017 0:00,11/14/2017 23:20
12159,4,Excellent service; great selection,12/5/2017 0:00,12/6/2017 10:52
12160,4,Good,7/3/2018 0:00,7/3/2018 15:49
12161,5,Marvellous,4/11/2017 0:00,4/14/2017 2:20
12162,3,Kenny is excellent,8/9/2018 0:00,8/12/2018 20:22
12163,5,Nice!,6/17/2017 0:00,6/18/2017 14:00
12164,4,Wow!,8/1/2018 0:00,8/1/2018 23:44
12165,5,Good,5/3/2017 0:00,5/3/2017 23:13
12166,1,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",8/10/2018 0:00,8/10/2018 8:54
12167,5,Great service !,8/18/2018 0:00,9/10/2018 16:59
12168,4,recommend,7/26/2018 0:00,7/30/2018 0:27
12169,5,I received poor quality furniture,4/27/2018 0:00,4/27/2018 14:14
12170,5,Excellent service; great selection,4/19/2018 0:00,4/21/2018 21:48
12171,1,recommend,9/19/2017 0:00,9/20/2017 2:35
12172,2,Defects in fabrics,5/20/2018 0:00,5/20/2018 15:48
12173,5,recommend,7/6/2017 0:00,7/7/2017 2:59
12174,5,Excellent service; great selection,1/25/2018 0:00,1/26/2018 22:23
12175,5,recommend,8/11/2017 0:00,8/12/2017 2:17
12176,4,Good,6/16/2018 0:00,6/18/2018 12:25
12177,5,Kenny is excellent,4/20/2017 0:00,4/21/2017 9:35
12178,5,Great Couch & Great Service,5/22/2018 0:00,5/24/2018 17:48
12179,1,Super recommend,8/30/2017 0:00,9/4/2017 19:21
12180,4,recommend,2/7/2018 0:00,2/7/2018 20:09
12181,5,Good,10/7/2017 0:00,10/8/2017 18:29
12182,1,Best place for furniture with amazingly low price,1/22/2018 0:00,1/30/2018 14:26
12183,4,Don't recommend,8/2/2018 0:00,8/3/2018 17:14
12184,4,Overall great experience except for prices/selection,8/15/2018 0:00,8/15/2018 16:22
12185,5,recommend,3/6/2018 0:00,3/20/2018 19:44
12186,5,Recommend,3/24/2018 0:00,3/26/2018 19:06
12187,5,Great service,12/22/2017 0:00,12/22/2017 20:06
12188,4,Overall great experience except for prices/selection,4/4/2017 0:00,4/26/2017 21:18
12189,5,Great service,1/7/2018 0:00,1/11/2018 16:01
12190,4,Good,8/13/2017 0:00,8/15/2017 19:43
12191,5,Great service,6/22/2018 0:00,6/23/2018 1:31
12192,5,Excellent service; great selection,8/13/2017 0:00,8/14/2017 19:12
12193,5,Kenny is excellent,12/1/2017 0:00,12/4/2017 12:46
12194,5,I received poor quality furniture,12/20/2017 0:00,12/20/2017 23:10
12195,3,Great service,6/8/2018 0:00,6/10/2018 23:37
12196,5,I received poor quality furniture,7/18/2017 0:00,7/19/2017 11:29
12197,5,Well,7/21/2018 0:00,7/24/2018 22:38
12198,5,Good,12/6/2017 0:00,12/8/2017 18:45
12199,5,Overall great experience except for prices/selection,8/18/2017 0:00,8/20/2017 23:45
12200,5,Well,8/29/2017 0:00,9/1/2017 1:11
12201,5,Excellent service; great selection,8/15/2018 0:00,8/15/2018 20:28
12202,5,Marvellous,7/29/2017 0:00,8/14/2017 14:03
12203,1,Kenny is excellent,7/14/2018 0:00,7/15/2018 17:21
12204,4,Great service,1/30/2018 0:00,1/30/2018 22:47
12205,5,Great Couch & Great Service,8/29/2018 0:00,8/29/2018 21:20
12206,5,Great service,2/21/2018 0:00,2/22/2018 18:20
12207,3,Defects in fabrics,3/23/2018 0:00,3/23/2018 10:19
12208,5,Excellent service; great selection,10/14/2017 0:00,10/16/2017 15:32
12209,4,Great Couch & Great Service,8/8/2017 0:00,8/9/2017 18:42
12210,5,Excellent service; great selection,11/2/2017 0:00,11/3/2017 0:03
12211,5,Excellent service; great selection,2/27/2018 0:00,3/1/2018 14:32
12212,5,I received poor quality furniture,3/23/2017 0:00,3/25/2017 21:55
12213,5,Marvellous,7/28/2018 0:00,7/28/2018 20:41
12214,5,Kenny is excellent,4/27/2018 0:00,5/8/2018 3:59
12215,5,Defects in fabrics,6/17/2017 0:00,6/17/2017 23:14
12216,1,Wow!,7/26/2018 0:00,7/26/2018 21:25
12217,3,Good,3/25/2018 0:00,3/25/2018 21:56
12218,4,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",6/8/2017 0:00,6/10/2017 3:15
12219,5,Great service !,5/30/2017 0:00,6/2/2017 12:09
12220,5,recommend,2/10/2017 0:00,2/14/2017 15:03
12221,5,I received poor quality furniture,6/8/2018 0:00,6/8/2018 21:43
12222,5,Excellent service; great selection,4/14/2017 0:00,4/15/2017 2:57
12223,5,recommend,8/15/2017 0:00,8/17/2017 23:45
12224,4,Defects in fabrics,5/3/2017 0:00,5/4/2017 17:28
12225,1,recommend,3/30/2017 0:00,4/1/2017 16:28
12226,3,Excellent service; great selection,6/16/2018 0:00,6/18/2018 1:57
12227,5,recommend,8/31/2018 0:00,9/3/2018 14:39
12228,5,Good,3/29/2018 0:00,3/31/2018 10:29
12229,5,Kenny is excellent,6/24/2018 0:00,6/24/2018 4:03
12230,5,Great Couch & Great Service,8/1/2018 0:00,8/3/2018 16:36
12231,5,Super recommend,9/7/2017 0:00,9/8/2017 20:56
12232,5,recommend,4/6/2018 0:00,4/6/2018 21:05
12233,4,Good,12/9/2017 0:00,12/13/2017 11:45
12234,4,Best place for furniture with amazingly low price,7/21/2017 0:00,7/28/2017 18:38
12235,5,Don't recommend,1/16/2018 0:00,1/17/2018 8:43
12236,5,Overall great experience except for prices/selection,2/25/2017 0:00,3/1/2017 13:30
12237,3,recommend,7/31/2018 0:00,8/1/2018 10:26
12238,3,Recommend,8/31/2017 0:00,9/1/2017 0:59
12239,5,Great service,8/23/2018 0:00,8/24/2018 0:38
12240,5,Overall great experience except for prices/selection,12/30/2017 0:00,12/31/2017 12:26
12241,5,Great service,2/15/2018 0:00,2/16/2018 14:06
12242,5,Good,11/14/2017 0:00,11/17/2017 5:03
12243,5,Great service,10/19/2017 0:00,10/19/2017 15:22
12244,5,Excellent service; great selection,3/31/2017 0:00,4/1/2017 3:30
12245,5,Kenny is excellent,4/28/2018 0:00,4/30/2018 1:32
12246,5,I received poor quality furniture,3/25/2017 0:00,3/28/2017 13:54
12247,4,Great service,6/28/2017 0:00,6/29/2017 11:34
12248,3,I received poor quality furniture,1/19/2018 0:00,1/19/2018 20:43
12249,5,Well,11/4/2017 0:00,11/5/2017 13:25
12250,5,Good,8/16/2017 0:00,8/16/2017 22:09
12251,2,Overall great experience except for prices/selection,2/22/2017 0:00,2/24/2017 23:44
12252,5,Well,5/4/2018 0:00,5/7/2018 12:29
12253,1,Poor Quality,10/6/2017 0:00,11/3/2017 20:29
12254,5,Marvellous,9/21/2017 0:00,9/22/2017 10:28
12255,3,Kenny is excellent,5/3/2018 0:00,5/3/2018 20:23
12256,2,Great service,12/21/2017 0:00,12/21/2017 11:47
12257,5,Great Couch & Great Service,6/22/2017 0:00,6/23/2017 12:21
12258,5,Great service,6/21/2017 0:00,6/22/2017 5:17
12259,1,Defects in fabrics,2/26/2018 0:00,2/26/2018 14:32
12260,5,Excellent service; great selection,2/18/2018 0:00,2/18/2018 22:00
12261,5,Great Couch & Great Service,6/16/2018 0:00,6/16/2018 22:09
12262,5,Excellent service; great selection,1/23/2018 0:00,2/1/2018 10:44
12263,5,Excellent service; great selection,8/16/2018 0:00,8/17/2018 11:35
12264,5,Good,5/31/2018 0:00,5/31/2018 23:19
12265,4,Marvellous,9/12/2017 0:00,9/13/2017 20:35
12266,5,Kenny is excellent,4/27/2018 0:00,4/28/2018 16:11
12267,1,Defects in fabrics,7/22/2017 0:00,7/25/2017 1:56
12268,5,Wow!,1/23/2018 0:00,1/24/2018 0:06
12269,5,Good,11/23/2017 0:00,11/23/2017 16:11
12270,3,"Wow, 3 years ago when i ordered some furniture there it was incredible service ;)) Just crazy",6/8/2018 0:00,6/8/2018 21:04
12271,2,Great service !,5/8/2018 0:00,5/13/2018 19:45
12272,1,recommend,12/12/2017 0:00,1/4/2018 12:41
12273,5,I received poor quality furniture,8/28/2018 0:00,8/29/2018 0:41
12274,3,Excellent service; great selection,4/11/2018 0:00,4/13/2018 17:38
12275,3,recommend,8/1/2018 0:00,8/1/2018 15:23
12276,5,Defects in fabrics,8/17/2018 0:00,8/28/2018 18:48
12277,5,recommend,2/24/2018 0:00,2/25/2018 2:46
12278,5,Excellent service; great selection,3/10/2018 0:00,3/15/2018 23:32
12279,5,recommend,12/5/2017 0:00,12/6/2017 10:04
12280,5,Good,2/6/2018 0:00,2/21/2018 16:57
12281,2,Kenny is excellent,3/13/2018 0:00,3/14/2018 13:09
12282,3,Great Couch & Great Service,3/23/2018 0:00,3/26/2018 11:37
12283,5,Super recommend,11/24/2017 0:00,11/25/2017 2:21
12284,4,recommend,8/28/2018 0:00,9/1/2018 22:56
12285,5,Good,7/13/2018 0:00,7/16/2018 13:13
12286,5,Best place for furniture with amazingly low price,8/19/2018 0:00,8/19/2018 17:56
12287,4,Don't recommend,12/21/2017 0:00,12/27/2017 18:27
12288,5,Overall great experience except for prices/selection,1/18/2018 0:00,1/20/2018 23:35
12289,3,recommend,3/11/2017 0:00,3/14/2017 11:15
12290,5,Recommend,6/22/2017 0:00,6/26/2017 12:50
12291,5,Great service,4/26/2018 0:00,4/26/2018 17:29
12292,5,Overall great experience except for prices/selection,5/16/2017 0:00,5/19/2017 11:41
12293,4,Great service,5/10/2018 0:00,5/14/2018 0:58
12294,5,Good,10/5/2017 0:00,10/5/2017 21:38
12295,5,Great service,6/14/2017 0:00,6/15/2017 23:37
12296,5,Excellent service; great selection,9/20/2017 0:00,9/20/2017 21:43
12297,5,Kenny is excellent,8/22/2017 0:00,8/23/2017 15:07
12298,4,I received poor quality furniture,6/21/2018 0:00,6/26/2018 10:42
12299,4,Great service,7/24/2018 0:00,7/24/2018 19:42
12300,4,I received poor quality furniture,3/17/2017 0:00,3/21/2017 14:47
12301,2,Well,3/2/2018 0:00,3/4/2018 19:31
12302,1,Good,3/28/2018 0:00,3/28/2018 10:44
12303,5,Overall great experience except for prices/selection,8/23/2018 0:00,8/27/2018 14:01
12304,1,Well,5/23/2018 0:00,5/25/2018 12:32
12305,5,Excellent service; great selection,8/11/2018 0:00,8/11/2018 19:50
12306,5,Marvellous,8/28/2018 0:00,9/9/2018 7:18
12307,5,Kenny is excellent,9/27/2017 0:00,9/28/2017 0:31
12308,2,Great service,6/7/2018 0:00,6/9/2018 11:12
12309,5,Great Couch & Great Service,7/12/2018 0:00,7/12/2018 18:44
12310,5,Great service,11/22/2017 0:00,11/24/2017 17:58
12311,4,Defects in fabrics,11/11/2017 0:00,11/15/2017 18:44
12312,5,Excellent service; great selection,12/13/2017 0:00,12/16/2017 19:28
12313,5,Great Couch & Great Service,4/18/2018 0:00,4/21/2018 18:49
